brand,fuel_type,model_date,price,vehicle_engine,vehicle_transmission,KM
Toyota,Petrol,2014,3375000,1800cc,Automatic,161000
Toyota,Petrol,2009,1950000,1300cc,Manual,290863
Toyota,Petrol,2015,2000000,1300cc,Manual,110000
Honda,Petrol,2023,4630000,1200cc,Automatic,123
Suzuki,Petrol,2020,2250000,660cc,Automatic,122096
Honda,Petrol,2002,800000,1300cc,Manual,327633
Daihatsu,Petrol,2012,2050000,660cc,Automatic,82000
Toyota,Petrol,2020,11000000,2700cc,Automatic,29000
Toyota,Petrol,2008,18500000,4600cc,Automatic,89761
Toyota,Petrol,2015,2850000,1000cc,Automatic,108000
Honda,Petrol,2022,7225000,1500cc,Automatic,35
Honda,Petrol,2022,9000000,1500cc,Automatic,43000
Suzuki,Petrol,2012,1085000,1000cc,Manual,850000
Suzuki,Petrol,2021,2660000,660cc,Automatic,28100
Toyota,Petrol,2006,2700000,1500cc,Automatic,180000
Toyota,Petrol,2017,3325000,1300cc,Automatic,80000
Toyota,Petrol,1990,650000,1500cc,Manual,450002
Toyota,Petrol,2012,1750000,1300cc,Manual,132000
Suzuki,Petrol,2017,1135000,800cc,Manual,52300
Suzuki,Petrol,2016,1375000,1000cc,Manual,116000
Toyota,Petrol,2014,2650000,1000cc,Automatic,160000
KIA,Petrol,2002,699000,1300cc,Manual,1
Suzuki,Petrol,2013,780000,800cc,Manual,6988
Daihatsu,Petrol,2006,1450000,1000cc,Automatic,137000
Toyota,Petrol,2004,985000,1300cc,Automatic,285000
Honda,Petrol,2003,1280000,1600cc,Automatic,100000
Suzuki,Petrol,2015,1570000,1000cc,Manual,48000
Toyota,Hybrid,2011,3650000,1800cc,Automatic,90000
Suzuki,Petrol,2016,1780000,1300cc,Manual,77000
Suzuki,Petrol,2019,2100000,1000cc,Manual,150000
Suzuki,Petrol,2018,2150000,1000cc,Manual,72000
Toyota,Petrol,2021,4200000,1300cc,Automatic,34000
Toyota,Petrol,2007,1500000,1800cc,Automatic,123
Toyota,Petrol,2019,3975000,1000cc,Automatic,86841
Suzuki,Petrol,2022,4690000,1200cc,Automatic,16100
Daihatsu,Petrol,2013,1675000,660cc,Manual,90000
Toyota,Petrol,2013,6680000,2700cc,Automatic,149000
Toyota,Petrol,2022,4550000,1300cc,Automatic,8207
Suzuki,Petrol,2017,2350000,1000cc,Manual,73000
Honda,Petrol,2023,4660000,1200cc,Automatic,30
Suzuki,Petrol,2013,1840000,1300cc,Manual,87000
Toyota,Petrol,2022,6990000,1800cc,Automatic,2900
Toyota,Petrol,2009,2150000,1000cc,Automatic,126000
Suzuki,Petrol,2021,3450000,1000cc,Automatic,23000
Toyota,Petrol,2019,4250000,996cc,Automatic,42960
Daihatsu,Petrol,2008,1670000,660cc,Automatic,60
Toyota,Petrol,2016,3250000,1300cc,Manual,83000
Suzuki,Petrol,2008,900000,1000cc,Manual,90000
Honda,Petrol,2022,5125000,1500cc,Automatic,18500
Toyota,Petrol,2012,2685000,1600cc,Automatic,152000
Toyota,Diesel,2006,2110000,2000cc,Manual,210000
MG,Petrol,2021,6400000,1500cc,Automatic,76852
Toyota,Petrol,2014,2975000,1600cc,Automatic,92000
Changan,Petrol,2021,2400000,1000cc,Manual,7500
Suzuki,Petrol,2021,3335000,1000cc,Manual,43000
Honda,Petrol,2016,4500000,1500cc,Automatic,123000
Daihatsu,Petrol,2000,520000,800cc,Manual,190000
Toyota,Petrol,1991,950000,1300cc,Manual,300000
Toyota,Petrol,2018,4400000,1800cc,Automatic,88200
Suzuki,Petrol,2022,2400000,660cc,Manual,10000
Toyota,Petrol,2003,3500000,3000cc,Automatic,118000
Toyota,Petrol,2021,6300000,1800cc,Automatic,25000
KIA,Petrol,2019,6750000,3300cc,Automatic,28000
Suzuki,Petrol,2019,2100000,1000cc,Manual,70000
Toyota,Petrol,2018,3950000,1300cc,Manual,149000
Toyota,Petrol,2009,1800000,1300cc,Manual,255000
Suzuki,Petrol,2023,4000000,1000cc,Manual,100
Honda,Petrol,2004,1400000,1300cc,Automatic,153000
Daihatsu,Petrol,2004,820000,800cc,Automatic,158500
Suzuki,Petrol,2011,1550000,1300cc,Manual,80000
Honda,Petrol,2006,1180000,1500cc,Manual,120000
Honda,Petrol,2022,4250000,1200cc,Manual,400
Honda,Petrol,1983,410000,1600cc,Automatic,150000
Suzuki,Petrol,2019,2325000,1000cc,Manual,62000
Mercedes Benz,Petrol,2013,10300000,1600cc,Automatic,45000
Honda,Petrol,2019,5755555,1800cc,Automatic,81210
Honda,Petrol,2018,3125000,1300cc,Manual,48000
Toyota,Petrol,2018,3750000,1300cc,Manual,54000
Suzuki,Petrol,2018,1950000,1000cc,Manual,95000
Honda,Petrol,2021,4860000,1500cc,Automatic,45000
Toyota,Petrol,2006,1675000,1300cc,Automatic,150000
Hyundai,Petrol,2004,860000,1000cc,Manual,135000
Honda,Petrol,2017,3300000,1300cc,Manual,72000
Suzuki,Petrol,2008,650000,800cc,Manual,88000
Honda,Petrol,2016,4000000,1500cc,Automatic,90000
Toyota,Petrol,2008,1400000,1300cc,Manual,10000
Suzuki,Hybrid,2017,3050000,660cc,Automatic,30500
Suzuki,Petrol,2017,2800000,1000cc,Manual,92540
Toyota,Petrol,2019,3790000,1300cc,Manual,50305
Suzuki,Petrol,2004,590000,1000cc,Manual,120505
Suzuki,Petrol,2021,1570000,800cc,Manual,28000
Toyota,Petrol,2003,2150000,1800cc,Automatic,104000
Suzuki,Petrol,2014,900000,800cc,Manual,57000
Suzuki,Petrol,2022,2520000,660cc,Manual,18000
Suzuki,Petrol,2009,1125000,1000cc,Manual,175000
Changan,Petrol,2007,860000,1000cc,Manual,150000
Toyota,Diesel,2022,12700000,2800cc,Automatic,25
Toyota,Petrol,1993,1450000,1500cc,Automatic,100000
Honda,Petrol,2002,1450000,1500cc,Automatic,84000
Toyota,Petrol,1993,870000,1600cc,Manual,100000
Toyota,Petrol,2021,15200000,2700cc,Automatic,7200
Toyota,Petrol,2011,19900000,4600cc,Automatic,85000
Toyota,Petrol,2019,5050000,1600cc,Automatic,16000
Suzuki,Petrol,2009,790000,800cc,Manual,1000000
Toyota,Diesel,2002,4490000,3000cc,Automatic,352943
Honda,Petrol,2006,1600000,1500cc,Automatic,198000
Honda,Petrol,2022,4550000,1500cc,Automatic,15000
KIA,Petrol,2022,6700000,1999cc,Automatic,6500
Toyota,Petrol,2016,3275000,1300cc,Automatic,72000
Toyota,Petrol,2012,7000000,2500cc,Automatic,80000
Toyota,Petrol,2019,5150000,1798cc,Automatic,45153
Toyota,Petrol,2018,2980000,1000cc,Automatic,47000
KIA,Petrol,2022,7485000,2000cc,Automatic,7000
Suzuki,Petrol,2023,5100000,1200cc,Automatic,42
Suzuki,Petrol,2010,900000,1000cc,Manual,90000
Toyota,Petrol,2011,2470000,1600cc,Automatic,109000
Toyota,Petrol,2012,2585000,1600cc,Automatic,169000
Toyota,Petrol,2013,2900000,1300cc,Manual,109000
Suzuki,Petrol,2015,965000,800cc,Manual,70000
Mitsubishi,Petrol,2004,1135000,1300cc,Manual,95000
Mitsubishi,Petrol,2004,1200000,1300cc,Manual,96000
Suzuki,Petrol,2022,2480000,660cc,Manual,10000
Toyota,Petrol,2020,4000000,1300cc,Automatic,48000
Toyota,Petrol,2020,4300000,1600cc,Automatic,65000
Suzuki,Petrol,2019,3150000,660cc,Automatic,30300
Honda,Petrol,2019,5350000,1800cc,Automatic,100500
Suzuki,Petrol,2021,2450000,660cc,Manual,23800
Toyota,Diesel,2023,14600000,2800cc,Automatic,500
FAW,Petrol,2015,2000000,1500cc,Manual,145000
Honda,Petrol,2018,5000000,1800cc,Automatic,53000
Honda,Petrol,1988,525000,1500cc,Manual,1
Audi,Hybrid,2014,28000000,2000cc,Automatic,62000
Daihatsu,Petrol,2007,750000,800cc,Manual,80000
Honda,Petrol,2021,5450000,1800cc,Automatic,13500
Honda,Petrol,1995,800000,1500cc,Manual,300000
Suzuki,Petrol,2009,425000,800cc,Manual,80000
Toyota,Petrol,2006,1720000,1800cc,Manual,150000
Honda,Hybrid,2017,7200000,1500cc,Automatic,22919
Toyota,Petrol,2019,5190000,1000cc,Automatic,48000
Toyota,Petrol,2020,4790000,1000cc,Automatic,49000
Toyota,Petrol,2019,11500000,2700cc,Automatic,44632
Toyota,Diesel,2022,15950000,2800cc,Automatic,9855
Toyota,Petrol,2022,6850000,1798cc,Automatic,31260
Toyota,Petrol,2018,55000000,4600cc,Automatic,48033
Hyundai,Diesel,2017,5580000,2500cc,Automatic,148295
Nissan,Petrol,2011,2450000,1500cc,Automatic,110000
Honda,Petrol,2018,3925000,1500cc,Automatic,88781
Honda,Petrol,2020,5390000,1800cc,Automatic,30000
Honda,Petrol,2006,1500000,1600cc,Manual,122000
Toyota,Petrol,2018,3370000,1000cc,Automatic,49200
Willys,Petrol,1960,1900000,2000cc,Manual,200000
Toyota,Petrol,2007,3700000,1500cc,Automatic,130000
KIA,Petrol,2022,7700000,2000cc,Automatic,10000
Suzuki,Petrol,1997,470000,1000cc,Manual,10100
Audi,Petrol,2013,8000000,1800cc,Automatic,67000
Toyota,Petrol,2010,2180000,1300cc,Manual,148000
Toyota,Petrol,2022,6300000,1600cc,Automatic,2200
Suzuki,Petrol,2010,1450000,1000cc,Manual,58000
Suzuki,Petrol,2005,650000,1300cc,Manual,200000
Daihatsu,Petrol,2015,2150000,660cc,Automatic,86000
Suzuki,Petrol,2023,3300000,660cc,Manual,62
Toyota,Petrol,2023,4350000,1300cc,Manual,480
Suzuki,Petrol,2007,850000,1000cc,Manual,96300
Toyota,Petrol,2013,2150000,1000cc,Automatic,121000
Suzuki,Petrol,2022,3050000,660cc,Automatic,13000
Toyota,Petrol,2021,6150000,1800cc,Automatic,31000
Hyundai,Petrol,2022,8400000,2000cc,Automatic,9600
Suzuki,Petrol,2021,2380000,660cc,Manual,36000
Toyota,Petrol,2010,1850000,1300cc,Manual,210000
Honda,Petrol,2018,5600000,1800cc,Automatic,20000
MG,Petrol,2021,7000000,1500cc,Automatic,34000
Toyota,Petrol,2007,2640000,1500cc,Automatic,185
Suzuki,Petrol,2020,2225000,660cc,Manual,40000
Toyota,Petrol,2022,5950000,1600cc,Automatic,20
Suzuki,Petrol,2013,2400000,660cc,Automatic,88000
Toyota,Petrol,2011,2550000,1000cc,Automatic,150000
Honda,Petrol,2013,1325000,660cc,Automatic,85779
Honda,Petrol,2005,1200000,1500cc,Automatic,150000
Honda,Petrol,2009,1850000,1800cc,Automatic,196000
Honda,Petrol,2019,5450000,1800cc,Automatic,52000
Honda,Petrol,2011,3050000,1800cc,Automatic,74000
Suzuki,Petrol,2011,1250000,1000cc,Manual,83500
Suzuki,Petrol,2016,1870000,1000cc,Manual,62000
Toyota,Petrol,2010,2140000,1000cc,Automatic,91760
Honda,Petrol,1999,1250000,1600cc,Manual,123
Honda,Petrol,2013,3625000,1800cc,Automatic,94500
Honda,Petrol,2020,4000000,1500cc,Automatic,39000
Suzuki,Petrol,2013,1550000,660cc,Automatic,135000
Honda,Petrol,2002,930000,1300cc,Manual,150000
Honda,Petrol,2013,2450000,1500cc,Manual,86000
Honda,Petrol,2021,4950000,1500cc,Automatic,69800
Toyota,Petrol,2020,3500000,1300cc,Automatic,36000
Honda,Petrol,1996,800000,1600cc,Manual,40555
Proton,Petrol,2022,3400000,1300cc,Automatic,7800
Honda,Petrol,2014,2950000,1800cc,Automatic,124000
Suzuki,Petrol,2021,2350000,660cc,Manual,45000
Toyota,Petrol,2004,6900000,3000cc,Automatic,96000
Suzuki,Petrol,2007,660000,1000cc,Manual,100000
Honda,Petrol,2014,3100000,1800cc,Automatic,113000
Toyota,Petrol,2022,4300000,1500cc,Automatic,8000
Suzuki,Hybrid,2019,3550000,660cc,Automatic,30000
Honda,Petrol,2018,4800000,1800cc,Automatic,67000
Suzuki,Petrol,2017,2057000,1000cc,Manual,72000
Mitsubishi,Petrol,2005,1370000,1600cc,Manual,200000
Toyota,Petrol,2014,3450000,1800cc,Automatic,150000
Toyota,Petrol,2023,8100000,1800cc,Automatic,22
Mitsubishi,Petrol,2004,1100000,660cc,Automatic,165677
Daihatsu,Petrol,1984,140000,1000cc,Manual,35250
Toyota,Petrol,2014,2940000,1600cc,Automatic,166000
Toyota,Petrol,2022,5750000,1600cc,Automatic,9850
Honda,Petrol,2004,1325000,1300cc,Manual,145235
Toyota,Petrol,2012,2300000,1000cc,Automatic,68100
Suzuki,Petrol,2008,1235000,1300cc,Manual,144523
Changan,Petrol,2019,1950000,1000cc,Manual,17535
Honda,Petrol,2004,1430000,1500cc,Automatic,119000
Suzuki,Petrol,2014,2300000,660cc,Automatic,70000
Toyota,Petrol,2013,2275000,1300cc,Manual,158000
Daihatsu,Petrol,2007,800000,800cc,Manual,15999
Toyota,Diesel,1993,1370000,2200cc,Automatic,123
Suzuki,Petrol,2019,2260000,660cc,Manual,112000
Toyota,Petrol,1994,1650000,1600cc,Automatic,180000
Daihatsu,Petrol,2015,2900000,660cc,Automatic,92000
Toyota,Petrol,2011,1850000,1000cc,Automatic,86000
Suzuki,Petrol,2012,1525000,660cc,Automatic,114768
Honda,Petrol,2000,630000,1300cc,Manual,69600
Toyota,Petrol,2017,12500000,2700cc,Automatic,25000
Suzuki,Petrol,2013,1295000,1000cc,Manual,79000
DFSK,Petrol,2022,5850000,1500cc,Automatic,12000
Honda,Petrol,2019,3500000,1300cc,Manual,74000
Toyota,Diesel,2012,5950000,3000cc,Automatic,112000
Hyundai,Petrol,2007,975000,1000cc,Manual,165000
Toyota,Petrol,2019,3700000,1000cc,Automatic,74000
Changan,Petrol,2021,3380000,1500cc,Automatic,41000
Honda,Petrol,2022,4995000,1500cc,Automatic,13500
Suzuki,Petrol,1991,319000,1000cc,Manual,100000
Toyota,Petrol,2004,1700000,1600cc,Automatic,215000
Nissan,Petrol,2007,1450000,660cc,Automatic,78000
Suzuki,Petrol,2022,2600000,1000cc,Manual,26000
Toyota,Petrol,2018,4625000,1800cc,Automatic,49000
Daihatsu,Petrol,2019,3550000,660cc,Automatic,13000
Changan,Petrol,2022,9000000,1500cc,Automatic,3000
Honda,Petrol,2009,1750000,1800cc,Manual,180000
Honda,Petrol,2022,8000000,1500cc,Automatic,7882
Toyota,Petrol,2017,43000000,4600cc,Automatic,70000
Toyota,Petrol,2022,6000000,1600cc,Automatic,12900
Toyota,Petrol,2021,6550000,1800cc,Automatic,31000
Suzuki,Petrol,2022,2575000,660cc,Manual,4529
Toyota,Petrol,2019,4100000,1000cc,Automatic,27000
Honda,Hybrid,2016,6295000,1500cc,Automatic,95000
Honda,Petrol,2013,3500000,1800cc,Automatic,150000
Honda,Petrol,2022,8350000,1500cc,Automatic,13000
BMW,Diesel,2004,4500000,3000cc,Automatic,100000
Suzuki,Petrol,2022,4650000,1200cc,Automatic,10000
Toyota,Petrol,2005,3700000,2500cc,Automatic,131000
Honda,Hybrid,2015,3980000,1500cc,Automatic,74200
Honda,Petrol,2020,6500000,1800cc,Automatic,53300
Honda,Petrol,2018,3040000,1300cc,Manual,85000
Daihatsu,Petrol,2010,850000,800cc,Manual,120000
Suzuki,Petrol,2008,745000,1000cc,Manual,55000
Toyota,Petrol,2013,2500000,1000cc,Automatic,125000
Toyota,Diesel,2016,8200000,3000cc,Automatic,60000
Nissan,Petrol,1993,745000,1500cc,Manual,115000
Hyundai,Petrol,2004,775000,1000cc,Manual,125000
Toyota,Petrol,2022,7500000,1800cc,Automatic,6500
Toyota,Petrol,2000,1500000,1300cc,Automatic,100000
Suzuki,Petrol,2017,2500000,660cc,Automatic,70000
Toyota,Hybrid,2011,3530000,1500cc,Automatic,228000
Suzuki,Petrol,2006,575000,800cc,Manual,74600
Toyota,Petrol,2010,3150000,1800cc,Automatic,105000
Honda,Petrol,2014,2100000,660cc,Automatic,90000
Toyota,Petrol,2017,4195000,1800cc,Automatic,68000
Suzuki,Petrol,2021,3180000,1000cc,Manual,26000
Toyota,Petrol,2019,4650000,1000cc,Automatic,41000
Toyota,Petrol,2016,3275000,1300cc,Automatic,72408
Toyota,Petrol,2013,2290000,1000cc,Automatic,110000
Hyundai,Petrol,2007,1100000,1000cc,Manual,112764
Daihatsu,Petrol,2013,1900000,660cc,Automatic,52267
Honda,Petrol,2022,4900000,1497cc,Automatic,7872
Suzuki,Petrol,2010,850000,1000cc,Manual,52735
Suzuki,Petrol,2019,2200000,1000cc,Manual,79593
Suzuki,Petrol,2021,2325000,660cc,Manual,33222
Toyota,Hybrid,2018,5550000,1500cc,Automatic,40359
Honda,Petrol,2007,1700000,660cc,Automatic,202214
Suzuki,Petrol,2021,2675000,1000cc,Manual,23362
Suzuki,Petrol,2008,850000,1000cc,Manual,278230
Suzuki,Petrol,2009,1240000,1300cc,Manual,63000
Suzuki,Petrol,1989,300000,1000cc,Manual,7000
Toyota,Petrol,2020,4800000,1600cc,Automatic,29000
Honda,Petrol,1993,875000,1500cc,Manual,47000
Changan,Petrol,2021,3550000,1500cc,Automatic,10000
Toyota,Diesel,2022,19000000,2800cc,Automatic,650
Toyota,Petrol,2009,12999999,2700cc,Automatic,100000
KIA,Petrol,2020,6850000,2000cc,Automatic,30000
Suzuki,Petrol,2018,1600000,1000cc,Manual,109000
Suzuki,Petrol,2007,840000,1000cc,Manual,93000
Honda,Petrol,2019,4175000,1500cc,Automatic,43500
Toyota,Petrol,2007,1650000,1300cc,Manual,300000
Suzuki,Petrol,1995,350000,800cc,Manual,15
Suzuki,Petrol,2008,720000,800cc,Manual,39000
Suzuki,Petrol,2001,700000,1600cc,Manual,170000
Toyota,Petrol,2006,2850000,1500cc,Automatic,300000
Suzuki,Petrol,2019,1350000,800cc,Manual,61000
Toyota,Petrol,2015,33000000,4608cc,Automatic,69000
Suzuki,Petrol,2017,1850000,1000cc,Manual,140000
Honda,Petrol,2017,3000000,1500cc,Automatic,50000
Toyota,Diesel,2020,13800000,2800cc,Automatic,28000
Honda,Petrol,2018,4850000,1800cc,Automatic,70000
Toyota,Diesel,2014,7200000,3000cc,Automatic,154000
Lexus,Hybrid,2016,26500000,3500cc,Automatic,30000
Mercedes Benz,Petrol,2008,3500000,1800cc,Automatic,112713
Honda,Petrol,2022,4525000,1200cc,Automatic,6700
Toyota,Petrol,2021,4650000,1500cc,Automatic,21543
Toyota,Petrol,2005,1700000,1300cc,Manual,194161
Suzuki,Petrol,2022,2635000,660cc,Manual,1
Hyundai,Petrol,2021,5900000,2000cc,Automatic,13362
Suzuki,Petrol,2018,2250000,1000cc,Manual,64499
Honda,Petrol,2015,2700000,1800cc,Automatic,131493
Toyota,Hybrid,2017,5500000,1500cc,Automatic,66700
Toyota,Diesel,2001,6300000,4200cc,Automatic,111363
Honda,Petrol,2012,2300000,1800cc,Automatic,145488
Toyota,Petrol,2022,4550000,1300cc,Automatic,8030
Suzuki,Petrol,2017,870000,800cc,Manual,97000
Toyota,Petrol,2016,3350000,1300cc,Automatic,110000
Suzuki,Petrol,2004,870000,1000cc,Manual,87000
Suzuki,Petrol,2018,2450000,1000cc,Manual,52500
Suzuki,Petrol,2023,3025000,660cc,Automatic,1
BMW,Diesel,2009,11500000,3000cc,Automatic,125000
Toyota,Petrol,2017,8700000,2700cc,Automatic,61000
Toyota,Petrol,2017,4550000,1800cc,Automatic,128000
Honda,Petrol,2023,4700000,1200cc,Automatic,1
Suzuki,Petrol,2017,1250000,800cc,Manual,53000
Suzuki,Petrol,2005,420000,800cc,Manual,105241
Honda,Petrol,2015,3900000,1500cc,Automatic,185000
Toyota,Petrol,2013,2699999,1000cc,Automatic,129000
Toyota,Petrol,2008,1785000,1000cc,Automatic,55000
Toyota,Petrol,2006,1720000,1000cc,Automatic,123456
Toyota,Petrol,2011,2630000,1600cc,Automatic,14
Honda,Petrol,2021,6400000,1800cc,Automatic,21000
Honda,Petrol,2015,2895000,1800cc,Automatic,74000
Toyota,Petrol,2003,7000000,2700cc,Automatic,230000
Suzuki,Petrol,2007,890000,1000cc,Manual,94000
Daihatsu,Petrol,2019,3075000,660cc,Automatic,32000
Toyota,Petrol,2014,2360000,1300cc,Manual,103000
Suzuki,Petrol,2018,2425000,1000cc,Manual,75000
Toyota,Petrol,2005,4500000,3000cc,Automatic,100000
Suzuki,Petrol,2022,4900000,1200cc,Automatic,2000
Suzuki,Petrol,2020,2650000,660cc,Automatic,25617
KIA,Petrol,2020,2390000,998cc,Automatic,40864
FAW,Petrol,2018,2000000,1300cc,Manual,82249
Honda,Petrol,2008,2100000,1800cc,Automatic,142879
Suzuki,Petrol,2006,3600000,2700cc,Automatic,75176
Changan,Petrol,2019,2200000,999cc,Manual,98201
Porsche,Petrol,2014,19000000,3600cc,Automatic,57413
Honda,Petrol,2000,800000,1500cc,Automatic,331665
Toyota,Hybrid,2017,4800000,1500cc,Automatic,47797
Honda,Petrol,2022,8300000,1498cc,Automatic,2184
Suzuki,Petrol,2006,630000,1000cc,Manual,169760
Honda,Petrol,2016,2850000,1300cc,Manual,119004
Honda,Petrol,2021,4500000,1200cc,Automatic,11500
Suzuki,Petrol,2018,2550000,1000cc,Manual,120000
Suzuki,Petrol,2022,2725000,660cc,Manual,840
Suzuki,Petrol,2007,920000,1000cc,Manual,37000
Suzuki,Petrol,2012,1200000,1000cc,Manual,68000
Honda,Petrol,2017,3945000,1800cc,Automatic,91500
Toyota,Petrol,2010,1950000,1000cc,Automatic,78000
Toyota,Petrol,2022,5500000,1600cc,Manual,6000
Suzuki,Petrol,2010,1720000,660cc,Automatic,102000
Honda,Petrol,2022,6900000,1800cc,Automatic,11800
Suzuki,Petrol,1998,550000,1000cc,Manual,184000
KIA,Petrol,2020,6600000,2000cc,Automatic,36000
Suzuki,Petrol,2022,3150000,1000cc,Manual,8500
Honda,Petrol,2023,7300000,1500cc,Automatic,1200
Suzuki,Petrol,2017,1860000,1000cc,Manual,71000
Toyota,Petrol,2019,6300000,1800cc,Automatic,14200
Toyota,Petrol,2015,2970000,1300cc,Manual,98000
Toyota,Petrol,2015,3900000,1800cc,Automatic,145000
Suzuki,Petrol,2009,950000,1000cc,Manual,1
Toyota,Petrol,2001,1990000,2000cc,Automatic,115000
Subaru,Petrol,2012,1575000,660cc,Manual,2012
Suzuki,Petrol,2008,730000,1000cc,Manual,80000
Toyota,Petrol,1980,500000,1300cc,Manual,100000
Toyota,Petrol,2022,6500000,1600cc,Automatic,9800
Toyota,CNG,1994,840000,1300cc,Manual,28003
Toyota,Petrol,2012,2400000,1600cc,Automatic,107767
Honda,Petrol,2006,1550000,1600cc,Manual,212858
Toyota,Petrol,2021,6100000,1798cc,Automatic,19991
KIA,Petrol,2022,3300000,998cc,Automatic,16303
MG,Petrol,2020,6000000,1490cc,Automatic,51275
Toyota,Petrol,2017,3600000,1798cc,Automatic,159651
Mitsubishi,Petrol,2007,1400000,2000cc,Automatic,269093
Toyota,Petrol,2020,3600000,1000cc,Automatic,5471
Suzuki,Petrol,2010,910000,1000cc,Manual,125677
Suzuki,Petrol,2011,1375000,1300cc,Manual,190374
Toyota,Petrol,2022,5150000,1500cc,Automatic,7578
Suzuki,Petrol,2017,1750000,1000cc,Manual,300000
Toyota,Petrol,2019,4300000,1300cc,Automatic,52000
FAW,Petrol,2014,845000,1000cc,Manual,40000
Daihatsu,Petrol,2013,1650000,660cc,Automatic,80000
Mercedes Benz,Petrol,2012,6200000,1800cc,Automatic,100000
Suzuki,Petrol,2003,610000,1000cc,Manual,200000
Suzuki,Petrol,2015,1275000,1000cc,Manual,48000
Changan,Petrol,2021,4250000,1500cc,Automatic,15000
Toyota,Petrol,2006,1330000,1300cc,Manual,11000
KIA,Petrol,2021,2900000,1000cc,Automatic,22000
Mitsubishi,Diesel,1995,3000000,2800cc,Manual,200000
Toyota,Petrol,2018,3600000,1000cc,Automatic,61000
Suzuki,Petrol,2016,1650000,1000cc,Manual,81712
Toyota,Petrol,2007,2100000,1300cc,Automatic,82456
Daihatsu,Petrol,2007,695000,800cc,Manual,11000
Suzuki,Petrol,2017,1870000,1000cc,Manual,80000
Toyota,Diesel,2012,6700000,3000cc,Automatic,152755
Suzuki,Petrol,1984,391000,800cc,Manual,200000
Toyota,Petrol,2016,6700000,1800cc,Automatic,200000
Toyota,Petrol,2008,1880000,1300cc,Manual,234000
Toyota,Petrol,2002,9500000,4700cc,Automatic,106000
Honda,Petrol,2013,2450000,1800cc,Automatic,81000
Toyota,Petrol,2014,4325000,1800cc,Automatic,90000
Toyota,Petrol,2011,2000000,1000cc,Automatic,90000
Toyota,Petrol,2011,2750000,1300cc,Manual,102000
Suzuki,Petrol,2009,715000,800cc,Manual,120000
Toyota,Petrol,2004,1900000,1300cc,Automatic,173939
Suzuki,Petrol,2020,2950000,1000cc,Manual,60000
Daihatsu,Petrol,2009,1225000,660cc,Automatic,133353
Suzuki,Petrol,2017,2150000,1300cc,Manual,83534
Suzuki,Petrol,2003,900000,1300cc,Manual,190160
Toyota,Petrol,2021,4225000,1300cc,Automatic,21955
Mercedes Benz,Petrol,2010,9500000,1800cc,Automatic,60384
Mitsubishi,Petrol,2005,1300000,1600cc,Automatic,147862
Hyundai,Petrol,2022,6250000,2000cc,Automatic,5000
Proton,Petrol,2022,8450000,1500cc,Automatic,200
Toyota,Petrol,2018,4600000,1800cc,Automatic,69600
Suzuki,Petrol,2006,735000,1000cc,Manual,19268
Suzuki,Petrol,2009,715000,800cc,Manual,120000
Suzuki,Petrol,2014,2000000,1300cc,Manual,108500
KIA,Petrol,2022,3350000,1000cc,Automatic,2200
Suzuki,Petrol,2022,2750000,660cc,Automatic,20000
Suzuki,Petrol,2015,2200000,660cc,Automatic,63000
Toyota,Petrol,2015,3800000,1300cc,Manual,112
Toyota,Petrol,2015,2630000,1300cc,Manual,89000
Suzuki,Petrol,1991,250000,800cc,Manual,150000
Mitsubishi,CNG,1998,715000,1300cc,Automatic,1254
Toyota,Petrol,2011,15200000,2700cc,Automatic,130000
Honda,Petrol,2015,2500000,1800cc,Automatic,80000
Suzuki,Petrol,2021,2280000,660cc,Manual,8500
Honda,Petrol,2011,2095000,1800cc,Automatic,120000
Toyota,Petrol,2023,7950000,1800cc,Automatic,50
Honda,Petrol,2018,5050000,1800cc,Automatic,57000
Proton,Petrol,2023,8200000,1500cc,Automatic,1
KIA,Petrol,2023,6850000,2000cc,Automatic,1
Mercedes Benz,Petrol,2008,7200000,1800cc,Automatic,59000
Toyota,Hybrid,2019,5800000,1500cc,Automatic,52000
Honda,Petrol,2009,1885000,1800cc,Manual,255000
FAW,Petrol,2013,600000,1000cc,Manual,28000
Toyota,Petrol,2016,3550000,1300cc,Manual,95000
