brand,currency,description,fuel_type,item_condition,manufacturer,mileage_from_odometer,model_date,price,vehicle_engine,vehicle_transmission
Suzuki,PKR,Suzuki Wagon R 2017 for sale in Karachi,Petrol,used,Suzuki,"52,000 km",2017,1700000,1000cc,Manual
Toyota,PKR,Toyota Corolla 2013 for sale in Mandi bahauddin,Petrol,used,Toyota,"173,000 km",2013,2400000,1300cc,Manual
Honda,PKR,Honda Civic 2015 for sale in Lahore,Petrol,used,Honda,"115,002 km",2015,3500000,1800cc,Manual
Toyota,PKR,Toyota Corolla 2015 for sale in Lahore,Petrol,used,Toyota,"131,000 km",2015,3500000,1800cc,Automatic
Daihatsu,PKR,Daihatsu Cast 2015 for sale in Nowshera Virka,Petrol,used,Daihatsu,"90,000 km",2015,2500000,660cc,Automatic
KIA,PKR,KIA Sportage 2019 for sale in Multan,Petrol,used,KIA,"27,500 km",2019,6450000,2000cc,Automatic
Toyota,PKR,Toyota Prado 2010 for sale in Lahore,Petrol,used,Toyota,"188,000 km",2010,12500000,2700cc,Automatic
Suzuki,PKR,Suzuki Cultus 2021 for sale in Rawalpindi,Petrol,used,Suzuki,"52,000 km",2021,3350000,1000cc,Manual
Toyota,PKR,Toyota Mark X 2005 for sale in Karachi,Petrol,used,Toyota,"104,598 km",2005,3050000,2500cc,Automatic
Mercedes Benz,PKR,Mercedes Benz S Class 2007 for sale in Lahore,Petrol,used,Mercedes Benz,"74,000 km",2007,12500000,3500cc,Automatic
Range Rover,PKR,Range Rover Sport 2012 for sale in Lahore,Petrol,used,Range Rover,"107,000 km",2012,20500000,5000cc,Automatic
Toyota,PKR,Toyota Hilux 2015 for sale in Karachi,Petrol,used,Toyota,"50,000 km",2015,15000000,4000cc,Automatic
Ford,PKR,Ford F 150 2018 for sale in Karachi,Petrol,used,Ford,"91,000 km",2018,20000000,5000cc,Automatic
Daihatsu,PKR,Daihatsu Move 2018 for sale in Gujranwala,Petrol,used,Daihatsu,"48,020 km",2018,3300000,660cc,Automatic
Suzuki,PKR,Suzuki Sx4 2007 for sale in Islamabad,Petrol,used,Suzuki,"176,000 km",2007,1900000,1500cc,Automatic
Toyota,PKR,Toyota Corolla 2018 for sale in Ubauro,Petrol,used,Toyota,"90,000 km",2018,3600000,1300cc,Manual
Suzuki,PKR,Suzuki Alto 2011 for sale in Mardan,Petrol,used,Suzuki,"150,258 km",2011,700000,800cc,Manual
Suzuki,PKR,Suzuki Cultus 2022 for sale in Karachi,Petrol,used,Suzuki,"1,650 km",2022,3250000,1000cc,Manual
Suzuki,PKR,Suzuki Alto 2022 for sale in Karachi,Petrol,used,Suzuki,"19,800 km",2022,2390000,660cc,Manual
Toyota,PKR,Toyota Passo 2016 for sale in Peshawar,Petrol,used,Toyota,"89,000 km",2016,3280000,1000cc,Automatic
Toyota,PKR,Toyota Prius 2017 for sale in Rawalpindi,Hybrid,used,Toyota,"81,861 km",2017,7200000,1800cc,Automatic
Honda,PKR,Honda Civic 2001 for sale in Attock,Petrol,used,Honda,"95,000 km",2001,1250000,1500cc,Manual
Toyota,PKR,Toyota Vitz 2006 for sale in Gujranwala,Petrol,used,Toyota,"100,000 km",2006,1750000,1000cc,Automatic
Nissan,PKR,Nissan Sunny 1988 for sale in Islamabad,Petrol,used,Nissan,"300,000 km",1988,450000,1300cc,Manual
Suzuki,PKR,Suzuki MR Wagon 2015 for sale in Islamabad,Petrol,used,Suzuki,"82,000 km",2015,1950000,660cc,Automatic
Toyota,PKR,Toyota Yaris 2021 for sale in Multan,Petrol,used,Toyota,"30,000 km",2021,4490000,1300cc,Manual
Honda,PKR,Honda City 1998 for sale in Lahore,Petrol,used,Honda,"170,000 km",1998,845000,1500cc,Manual
Honda,PKR,Honda Civic 2007 for sale in Pir mahal,Petrol,used,Honda,"206,580 km",2007,1650000,1600cc,Automatic
Honda,PKR,Honda Vezel 2014 for sale in Lahore,Petrol,used,Honda,"125,000 km",2014,3350000,1500cc,Automatic
Toyota,PKR,Toyota Corolla 2019 for sale in Islamabad,Petrol,used,Toyota,"43,055 km",2019,4800000,1300cc,Automatic
Daihatsu,PKR,Daihatsu Cuore 2010 for sale in Multan,Petrol,used,Daihatsu,"139,355 km",2010,900000,800cc,Manual
Suzuki,PKR,Suzuki Mehran 2018 for sale in Sargodha,Petrol,used,Suzuki,"72,000 km",2018,1250000,800cc,Manual
Suzuki,PKR,Suzuki Cultus 2007 for sale in Nowshera,Petrol,used,Suzuki,"100,000 km",2007,850000,1000cc,Manual
Honda,PKR,Honda City 2022 for sale in Multan,Petrol,used,Honda,"7,800 km",2022,4300000,1200cc,Manual
Toyota,PKR,Toyota Hilux 2015 for sale in Islamabad,Diesel,used,Toyota,"96,000 km",2015,6600000,2500cc,Automatic
Suzuki,PKR,Suzuki Margalla 1993 for sale in Wah cantt,Petrol,used,Suzuki,"70,000 km",1993,500000,1300cc,Manual
Mitsubishi,PKR,Mitsubishi Lancer 2004 for sale in Bannu,Petrol,used,Mitsubishi,"88,000 km",2004,1200000,1600cc,Manual
Daihatsu,PKR,Daihatsu Charade 1986 for sale in Karachi,Petrol,used,Daihatsu,"8,758 km",1986,195000,1000cc,Manual
Honda,PKR,Honda Civic 2022 for sale in Islamabad,Petrol,used,Honda,977 km,2022,9500000,1500cc,Automatic
Honda,PKR,Honda Civic 2020 for sale in Lahore,Petrol,used,Honda,"65,000 km",2020,5950000,1800cc,Automatic
Mercedes Benz,PKR,Mercedes Benz E Class 2006 for sale in Islamabad,Petrol,used,Mercedes Benz,"117,000 km",2006,5400000,3000cc,Automatic
Toyota,PKR,Toyota Fortuner 2023 for sale in Lahore,Diesel,used,Toyota,25 km,2023,19700000,2800cc,Automatic
Toyota,PKR,Toyota Prado 2006 for sale in Karachi,Petrol,used,Toyota,"195,000 km",2006,6500000,2700cc,Automatic
Honda,PKR,Honda Civic 2022 for sale in Karachi,Petrol,used,Honda,"13,000 km",2022,8100000,1500cc,Automatic
Toyota,PKR,Toyota Corolla 2019 for sale in Lahore,Petrol,used,Toyota,"80,000 km",2019,4450000,1800cc,Automatic
Honda,PKR,Honda City 2017 for sale in Islamabad,Petrol,used,Honda,"76,000 km",2017,2975000,1300cc,Manual
KIA,PKR,KIA Sportage 2021 for sale in Karachi,Petrol,used,KIA,"36,000 km",2021,6850000,2000cc,Automatic
Toyota,PKR,Toyota Corolla 2020 for sale in Lahore,Petrol,used,Toyota,"32,000 km",2020,5675000,1800cc,Automatic
Toyota,PKR,Toyota Aqua 2018 for sale in Peshawar,Hybrid,used,Toyota,"85,000 km",2018,4550000,1500cc,Automatic
Honda,PKR,Honda BR-V 2022 for sale in Gujranwala,Petrol,used,Honda,"1,800 km",2022,5400000,1500cc,Automatic
Daihatsu,PKR,Daihatsu Cuore 2003 for sale in Karachi,Petrol,used,Daihatsu,"100,000 km",2003,400000,800cc,Manual
Nissan,PKR,Nissan Dayz 2018 for sale in Gujranwala,Petrol,used,Nissan,"49,000 km",2018,2350000,660cc,Automatic
Suzuki,PKR,Suzuki Cultus 2018 for sale in Quetta,Petrol,used,Suzuki,"65,001 km",2018,2435000,1000cc,Manual
Toyota,PKR,Toyota Surf 1996 for sale in Quetta,Petrol,used,Toyota,"65,000 km",1996,3300000,3400cc,Automatic
Toyota,PKR,Toyota Hilux 2022 for sale in Faisalabad,Diesel,used,Toyota,"23,785 km",2022,11495000,2800cc,Automatic
Toyota,PKR,Toyota Corolla 2014 for sale in Chishtian,Petrol,used,Toyota,"73,000 km",2014,3050000,1300cc,Manual
Suzuki,PKR,Suzuki Cultus 2021 for sale in Nawabshah,Petrol,used,Suzuki,"28,500 km",2021,3600000,1000cc,Manual
FAW,PKR,FAW X-PV 2017 for sale in Shakargarh,Petrol,used,FAW,"131,978 km",2017,900000,1000cc,Manual
Toyota,PKR,Toyota Corolla 2019 for sale in Ubauro,Petrol,used,Toyota,"60,000 km",2019,3750000,1300cc,Manual
Suzuki,PKR,Suzuki Alto 2021 for sale in Sialkot,Petrol,used,Suzuki,"6,000 km",2021,2550000,660cc,Manual
Suzuki,PKR,Suzuki Alto 2008 for sale in Rawalpindi,Petrol,used,Suzuki,"81,000 km",2008,1455000,660cc,Automatic
MG,PKR,MG HS 2021 for sale in Gujranwala,Petrol,used,MG,"23,000 km",2021,6900000,1500cc,Automatic
Toyota,PKR,Toyota Vitz 2008 for sale in Bannu,Petrol,used,Toyota,"96,000 km",2008,1920000,1000cc,Automatic
Honda,PKR,Honda City 2001 for sale in Rawalpindi,Petrol,used,Honda,"117,000 km",2001,1280000,1300cc,Manual
Suzuki,PKR,Suzuki Mehran 2018 for sale in Lahore,Petrol,used,Suzuki,"44,000 km",2018,1135000,800cc,Manual
Honda,PKR,Honda Civic 2013 for sale in Gujranwala,Petrol,used,Honda,"100,000 km",2013,3000000,1800cc,Automatic
Suzuki,PKR,Suzuki Alto 2022 for sale in Muzaffar Gargh,Petrol,used,Suzuki,"4,200 km",2022,2450000,660cc,Manual
Toyota,PKR,Toyota Vitz 2014 for sale in Gujranwala,Petrol,used,Toyota,"90,000 km",2014,2500000,1000cc,Automatic
Honda,PKR,Honda Civic 2011 for sale in Gujranwala,Petrol,used,Honda,"125,000 km",2011,2250000,1800cc,Automatic
KIA,PKR,KIA Picanto 2021 for sale in Gujranwala,Petrol,used,KIA,"18,000 km",2021,3000000,1000cc,Automatic
Honda,PKR,Honda City 2021 for sale in Multan,Petrol,used,Honda,"12,000 km",2021,3950000,1200cc,Manual
Honda,PKR,Honda City 2022 for sale in Badin,Petrol,used,Honda,"10,000 km",2022,4400000,1200cc,Automatic
Honda,PKR,Honda Civic 2003 for sale in Samanabad,Petrol,used,Honda,"200,000 km",2003,1290000,1500cc,Automatic
Honda,PKR,Honda Civic 2020 for sale in Lahore,Petrol,used,Honda,"32,500 km",2020,6875000,1500cc,Automatic
Honda,PKR,Honda City 2022 for sale in Lahore,Petrol,used,Honda,800 km,2022,4450000,1200cc,Manual
Toyota,PKR,Toyota Prius 2012 for sale in Karachi,Petrol,used,Toyota,"86,000 km",2012,3450000,1800cc,Automatic
Toyota,PKR,Toyota Yaris 2023 for sale in Hyderabad,Petrol,used,Toyota,10 km,2023,5300000,1500cc,Automatic
Honda,PKR,Honda Civic 2023 for sale in Islamabad,Petrol,used,Honda,50 km,2023,9400000,1500cc,Automatic
Toyota,PKR,Toyota Corolla 2018 for sale in Faisalabad,Petrol,used,Toyota,"72,000 km",2018,4175000,1600cc,Automatic
Honda,PKR,Honda Civic 2019 for sale in Karachi,Petrol,used,Honda,"57,000 km",2019,4980000,1800cc,Automatic
Toyota,PKR,Toyota Corolla 2019 for sale in Lahore,Petrol,used,Toyota,"70,000 km",2019,5250000,1800cc,Automatic
Suzuki,PKR,Suzuki Alto 2021 for sale in Karachi,Petrol,used,Suzuki,"15,000 km",2021,2560000,660cc,Automatic
Toyota,PKR,Toyota Vitz 2014 for sale in Rahim Yar Khan,Petrol,used,Toyota,"120,000 km",2014,2550000,1000cc,Automatic
Suzuki,PKR,Suzuki Alto 2021 for sale in Karachi,Petrol,used,Suzuki,"31,000 km",2021,2555555,660cc,Automatic
Suzuki,PKR,Suzuki Alto 2021 for sale in Lahore,Petrol,used,Suzuki,"17,000 km",2021,2325000,660cc,Manual
Toyota,PKR,Toyota Passo 2016 for sale in Rawalpindi,Petrol,used,Toyota,"76,584 km",2016,3100000,1000cc,Automatic
Honda,PKR,Honda City 2019 for sale in Islamabad,Petrol,used,Honda,"77,613 km",2019,3500000,1500cc,Automatic
Toyota,PKR,Toyota Corolla 2013 for sale in Islamabad,Petrol,used,Toyota,"172,625 km",2013,2450000,1300cc,Manual
Suzuki,PKR,Suzuki Alto 2012 for sale in Islamabad,Petrol,used,Suzuki,"133,021 km",2012,970000,1000cc,Manual
Honda,PKR,Honda Vezel 2018 for sale in Islamabad,Petrol,used,Honda,"28,762 km",2018,7800000,1500cc,Automatic
Toyota,PKR,Toyota Passo 2012 for sale in Islamabad,Petrol,used,Toyota,"94,653 km",2012,2000000,1000cc,Automatic
Suzuki,PKR,Suzuki Mehran 2010 for sale in Islamabad,Petrol,used,Suzuki,"58,030 km",2010,800000,800cc,Manual
Suzuki,PKR,Suzuki Cultus 2009 for sale in Islamabad,Petrol,used,Suzuki,"45,447 km",2009,1200000,1000cc,Manual
Hyundai,PKR,Hyundai Santro 2007 for sale in Islamabad,Petrol,used,Hyundai,"179,481 km",2007,1150000,1100cc,Manual
Mercedes Benz,PKR,Mercedes Benz S Class 2003 for sale in Islamabad,Petrol,used,Mercedes Benz,"89,821 km",2003,4900000,5000cc,Automatic
MG,PKR,MG ZS 2021 for sale in Lahore,Petrol,used,MG,"22,279 km",2021,5500000,1490cc,Automatic
Toyota,PKR,Toyota Prado 2002 for sale in Islamabad,Petrol,used,Toyota,"135,221 km",2002,6800000,2700cc,Automatic
Audi,PKR,Audi A6 2015 for sale in Islamabad,Petrol,used,Audi,"29,562 km",2015,14000000,1800cc,Automatic
Mercedes Benz,PKR,Mercedes Benz E Class 2011 for sale in Islamabad,Petrol,used,Mercedes Benz,"86,528 km",2011,11500000,2000cc,Automatic
Toyota,PKR,Toyota Land Cruiser 2016 for sale in Islamabad,Petrol,used,Toyota,"13,106 km",2016,43500000,4600cc,Automatic
Honda,PKR,Honda HR-V 2017 for sale in Islamabad,Petrol,used,Honda,"70,000 km",2017,5000000,1500cc,Automatic
Honda,PKR,Honda BR-V 2019 for sale in Karachi,Petrol,used,Honda,"33,000 km",2019,3550000,1500cc,Manual
Honda,PKR,Honda Civic 2006 for sale in Karachi,Petrol,used,Honda,"47,900 km",2006,2095000,1600cc,Automatic
Toyota,PKR,Toyota Land Cruiser 2018 for sale in Karachi,Petrol,used,Toyota,"12,000 km",2018,55000000,4600cc,Automatic
Toyota,PKR,Toyota Corolla 2021 for sale in Peshawar,Petrol,used,Toyota,"57,000 km",2021,6150000,1800cc,Automatic
Toyota,PKR,Toyota Prado 2011 for sale in Karachi,Petrol,used,Toyota,"108,000 km",2011,12100000,2700cc,Automatic
Honda,PKR,Honda Civic 2016 for sale in Islamabad,Petrol,used,Honda,"140,000 km",2016,4500000,1500cc,Automatic
Toyota,PKR,Toyota Corolla 2008 for sale in Islamabad,Petrol,used,Toyota,"348,310 km",2008,2050000,1800cc,Manual
Changan,PKR,Changan Oshan X7 2022 for sale in Islamabad,Petrol,used,Changan,"13,269 km",2022,8500000,1499cc,Automatic
MG,PKR,MG HS 2021 for sale in Islamabad,Petrol,used,MG,"9,806 km",2021,7350000,1490cc,Automatic
Honda,PKR,Honda City 2014 for sale in Islamabad,Petrol,used,Honda,"163,259 km",2014,2430000,1300cc,Manual
Toyota,PKR,Toyota Corolla 2007 for sale in Wazirabad,Petrol,used,Toyota,"340,000 km",2007,1420000,1300cc,Manual
Suzuki,PKR,Suzuki Alto 2022 for sale in Islamabad,Petrol,used,Suzuki,"7,000 km",2022,2539000,660cc,Manual
Suzuki,PKR,Suzuki Mehran 2006 for sale in Islamabad,Petrol,used,Suzuki,"55,465 km",2006,480000,800cc,Manual
Honda,PKR,Honda Civic 2004 for sale in Islamabad,Petrol,used,Honda,"339,267 km",2004,1375000,1500cc,Automatic
Toyota,PKR,Toyota Hilux 2012 for sale in Islamabad,Diesel,used,Toyota,"78,603 km",2012,6900000,2500cc,Automatic
Honda,PKR,Honda City 2016 for sale in Islamabad,Petrol,used,Honda,"252,073 km",2016,2430000,1300cc,Manual
Toyota,PKR,Toyota Corolla 2017 for sale in Islamabad,Petrol,used,Toyota,"80,307 km",2017,3800000,1600cc,Automatic
Chrysler,PKR,Chrysler 300 C 2007 for sale in Islamabad,Petrol,used,Chrysler,"56,434 km",2007,9000000,3500cc,Automatic
Suzuki,PKR,Suzuki Swift 2019 for sale in Islamabad,Petrol,used,Suzuki,"14,794 km",2019,4200000,1200cc,Automatic
Toyota,PKR,Toyota Passo 2010 for sale in Islamabad,Petrol,used,Toyota,"87,000 km",2010,2490000,1000cc,Automatic
MG,PKR,MG HS 2021 for sale in Islamabad,Petrol,used,MG,"26,725 km",2021,6000000,1500cc,Automatic
Toyota,PKR,Toyota Corolla 2022 for sale in Rawalpindi,Petrol,used,Toyota,"6,082 km",2022,7125000,1800cc,Automatic
Toyota,PKR,Toyota Aygo 2013 for sale in Islamabad,Petrol,used,Toyota,"62,403 km",2013,1580000,1000cc,Manual
Honda,PKR,Honda HR-V 2022 for sale in Islamabad,Petrol,used,Honda,"12,520 km",2022,7200000,1500cc,Automatic
Suzuki,PKR,Suzuki Mehran 2014 for sale in Topi,Petrol,used,Suzuki,"87,000 km",2014,850000,800cc,Manual
Toyota,PKR,Toyota Vitz 2011 for sale in Rawalpindi,Petrol,used,Toyota,"108,000 km",2011,2245000,1000cc,Automatic
Honda,PKR,Honda Civic 2004 for sale in Lahore,Petrol,used,Honda,"175,000 km",2004,1400000,1500cc,Automatic
Honda,PKR,Honda City 2008 for sale in Lahore,Petrol,used,Honda,"200,000 km",2008,1545000,1300cc,Manual
Honda,PKR,Honda City 2019 for sale in Rawalpindi,Petrol,used,Honda,"48,000 km",2019,3700000,1500cc,Automatic
Suzuki,PKR,Suzuki Mehran 2015 for sale in Rawalpindi,Petrol,used,Suzuki,"55,000 km",2015,1175000,796cc,Manual
Suzuki,PKR,Suzuki Mehran 2022 for sale in Islamabad,Petrol,used,Suzuki,"9,000 km",2022,950000,800cc,Manual
Honda,PKR,Honda Civic 2020 for sale in Peshawar,Petrol,used,Honda,"70,000 km",2020,6130000,1500cc,Automatic
Honda,PKR,Honda Civic 2020 for sale in Lahore,Petrol,used,Honda,"15,000 km",2020,5950000,1800cc,Automatic
Toyota,PKR,Toyota Fortuner 2023 for sale in Lahore,Diesel,used,Toyota,2 km,2023,21000000,2800cc,Automatic
Toyota,PKR,Toyota Corolla 2015 for sale in Karachi,Petrol,used,Toyota,"140,000 km",2015,3300000,1800cc,Automatic
Honda,PKR,Honda Civic 2022 for sale in Islamabad,Petrol,used,Honda,"14,300 km",2022,8050000,1500cc,Automatic
Toyota,PKR,Toyota Corolla 2021 for sale in Lahore,Petrol,used,Toyota,"14,000 km",2021,5550000,1598cc,Automatic
KIA,PKR,KIA Sportage 2020 for sale in Karachi,Petrol,used,KIA,"25,000 km",2020,6450000,2000cc,Automatic
Honda,PKR,Honda City 2022 for sale in Lahore,Petrol,used,Honda,"14,000 km",2022,4990000,1500cc,Automatic
Toyota,PKR,Toyota Corolla 2017 for sale in Lahore,Petrol,used,Toyota,"121,000 km",2017,2850000,1300cc,Manual
Mitsubishi,PKR,Mitsubishi Pajero Mini 2008 for sale in Lahore,Petrol,used,Mitsubishi,"180,000 km",2008,1495000,660cc,Automatic
Suzuki,PKR,Suzuki Alto 2019 for sale in Lahore,Petrol,used,Suzuki,"30,000 km",2019,2435000,660cc,Manual
Suzuki,PKR,Suzuki Mehran 2016 for sale in Lahore,Petrol,used,Suzuki,"98,000 km",2016,985000,800cc,Manual
Daihatsu,PKR,Daihatsu Cuore 2004 for sale in Gujrat,Petrol,used,Daihatsu,"100,400 km",2004,550000,10000cc,Manual
Toyota,PKR,Toyota Corolla 2022 for sale in Islamabad,Petrol,used,Toyota,"1,750 km",2022,6100000,1600cc,Automatic
Suzuki,PKR,Suzuki Every 2011 for sale in Lala musa,Petrol,used,Suzuki,"134,000 km",2011,1350000,660cc,Automatic
Suzuki,PKR,Suzuki Mehran 2016 for sale in Karachi,Petrol,used,Suzuki,1 km,2016,890000,796cc,Manual
Suzuki,PKR,Suzuki Cultus 2004 for sale in Lahore,Petrol,used,Suzuki,"60,000 km",2004,620000,1000cc,Manual
Suzuki,PKR,Suzuki Alto 2006 for sale in Karachi,Petrol,used,Suzuki,"90,000 km",2006,600000,1000cc,Manual
Toyota,PKR,Toyota Corolla 2020 for sale in Lahore,Petrol,used,Toyota,"7,800 km",2020,5400000,1600cc,Automatic
Suzuki,PKR,Suzuki Alto 2022 for sale in Islamabad,Petrol,used,Suzuki,"10,500 km",2022,2660000,660cc,Manual
Toyota,PKR,Toyota Aqua 2017 for sale in Islamabad,Hybrid,used,Toyota,"81,949 km",2017,4700000,1500cc,Automatic
Daihatsu,PKR,Daihatsu Cuore 2007 for sale in Islamabad,Petrol,used,Daihatsu,"202,152 km",2007,825000,800cc,Manual
Honda,PKR,Honda City 2017 for sale in Lahore,Petrol,used,Honda,"88,000 km",2017,3000000,1300cc,Manual
United,PKR,United Bravo 2020 for sale in Islamabad,Petrol,used,United,"49,357 km",2020,980000,796cc,Manual
Toyota,PKR,Toyota Prius 2013 for sale in Islamabad,Petrol,used,Toyota,"184,625 km",2013,3990000,1800cc,Automatic
Toyota,PKR,Toyota Corolla 2007 for sale in Islamabad,Diesel,used,Toyota,"349,424 km",2007,1350000,2000cc,Manual
Toyota,PKR,Toyota Prius 2018 for sale in Islamabad,Hybrid,used,Toyota,"68,304 km",2018,7000000,1800cc,Automatic
Suzuki,PKR,Suzuki Mehran 2017 for sale in Islamabad,Petrol,used,Suzuki,"65,575 km",2017,1150000,796cc,Manual
Suzuki,PKR,Suzuki Wagon R 2022 for sale in Islamabad,Petrol,used,Suzuki,"6,958 km",2022,2700000,1000cc,Manual
FAW,PKR,FAW X-PV 2015 for sale in Islamabad,Petrol,used,FAW,"141,513 km",2015,900000,1000cc,Manual
Toyota,PKR,Toyota Rush 2010 for sale in Islamabad,Petrol,used,Toyota,"145,472 km",2010,3500000,1500cc,Automatic
Honda,PKR,Honda Civic 2019 for sale in Islamabad,Petrol,used,Honda,"48,059 km",2019,4950000,1800cc,Automatic
Suzuki,PKR,Suzuki Bolan 2007 for sale in Islamabad,Petrol,used,Suzuki,"18,052 km",2007,790000,800cc,Manual
Toyota,PKR,Toyota Land Cruiser 2016 for sale in Islamabad,Petrol,used,Toyota,"38,757 km",2016,37500000,4600cc,Automatic
Mercedes Benz,PKR,Mercedes Benz E Class 2007 for sale in Islamabad,Petrol,used,Mercedes Benz,"158,027 km",2007,3800000,1800cc,Automatic
Toyota,PKR,Toyota Yaris 2021 for sale in Karachi,Petrol,used,Toyota,"27,291 km",2021,4150000,1300cc,Automatic
Toyota,PKR,Toyota Corolla 2019 for sale in Multan,Petrol,used,Toyota,"68,000 km",2019,3975000,1300cc,Manual
Toyota,PKR,Toyota Land Cruiser 1997 for sale in Rawalpindi,Diesel,used,Toyota,"200,000 km",1997,4100000,4200cc,Manual
Honda,PKR,Honda HR-V 2023 for sale in Islamabad,Petrol,used,Honda,"2,050 km",2023,7400000,1500cc,Automatic
Daihatsu,PKR,Daihatsu Boon 2018 for sale in Rawalpindi,Petrol,used,Daihatsu,"24,000 km",2018,3450000,1000cc,Automatic
Toyota,PKR,Toyota Corolla 2013 for sale in Peshawar,Petrol,used,Toyota,"150,000 km",2013,2650000,1600cc,Automatic
Toyota,PKR,Toyota Corolla 2022 for sale in Rawalpindi,Petrol,used,Toyota,"13,000 km",2022,6300000,1598cc,Automatic
Honda,PKR,Honda Civic 2021 for sale in Islamabad,Petrol,used,Honda,"28,700 km",2021,6375000,1800cc,Automatic
Honda,PKR,Honda Vezel 2017 for sale in Karachi,Hybrid,used,Honda,"110,000 km",2017,6500000,1500cc,Automatic
Toyota,PKR,Toyota Hiace 2013 for sale in Karachi,Petrol,used,Toyota,"128,715 km",2013,5500000,2700cc,Automatic
Toyota,PKR,Toyota Fortuner 2018 for sale in Karachi,Petrol,used,Toyota,"40,300 km",2018,11900000,2700cc,Automatic
Nissan,PKR,Nissan Juke 2013 for sale in Lahore,Petrol,used,Nissan,"126,000 km",2013,3250000,1500cc,Automatic
Toyota,PKR,Toyota Yaris 2022 for sale in Islamabad,Petrol,used,Toyota,"5,551 km",2022,4450000,1500cc,Manual
Honda,PKR,Honda City 2022 for sale in Islamabad,Petrol,used,Honda,"5,520 km",2022,5200000,1497cc,Automatic
Suzuki,PKR,Suzuki Cultus 2018 for sale in Islamabad,Petrol,used,Suzuki,"105,701 km",2018,2600000,1000cc,Manual
Toyota,PKR,Toyota Mark X 2005 for sale in Islamabad,Petrol,used,Toyota,"89,014 km",2005,4100000,3000cc,Automatic
Mitsubishi,PKR,Mitsubishi Pajero 2006 for sale in Islamabad,Diesel,used,Mitsubishi,"257,451 km",2006,4200000,2800cc,Automatic
Toyota,PKR,Toyota Corolla 2020 for sale in Peshawar,Petrol,used,Toyota,"66,000 km",2020,4875000,1600cc,Automatic
Toyota,PKR,Toyota Corolla 2011 for sale in Dina,Petrol,used,Toyota,"140,000 km",2011,2300000,1300cc,Manual
KIA,PKR,KIA Sportage 2021 for sale in Lahore,Petrol,used,KIA,"23,000 km",2021,6350000,2000cc,Automatic
Suzuki,PKR,Suzuki Mehran 2018 for sale in Chakwal,Petrol,used,Suzuki,"12,345 km",2018,1300000,800cc,Manual
Suzuki,PKR,Suzuki Khyber 1991 for sale in Kohat,CNG,used,Suzuki,"130,000 km",1991,280000,100cc,Manual
Honda,PKR,Honda Civic 2006 for sale in Karachi,Petrol,used,Honda,"130,000 km",2006,1410000,1600cc,Automatic
Honda,PKR,Honda Civic 2021 for sale in Chichawatni,Petrol,used,Honda,"26,750 km",2021,6050000,1800cc,Automatic
Toyota,PKR,Toyota Hilux 2006 for sale in Islamabad,Diesel,used,Toyota,"368,000 km",2006,4700000,3000cc,Manual
Toyota,PKR,Toyota Corolla 2017 for sale in Sargodha,Petrol,used,Toyota,"125,000 km",2017,3250000,1300cc,Manual
Suzuki,PKR,Suzuki Wagon R 2021 for sale in Islamabad,Petrol,used,Suzuki,"12,000 km",2021,3000000,1000cc,Manual
Suzuki,PKR,Suzuki Wagon R 2021 for sale in Gujrat,Petrol,used,Suzuki,"18,500 km",2021,2650000,1000cc,Manual
Daihatsu,PKR,Daihatsu Move 2018 for sale in Lahore,Petrol,used,Daihatsu,"70,000 km",2018,2875000,660cc,Automatic
